"Id"|"Titulo"|"Precio"|"Modelo_anyo"|"Kilometros"|"Ubicacion"|"URL"|"Color"|"Combustible"|"Recorrido"|"Marca"|"Modelo"|"Unico"|"Placa"|"Anyo"|"Version"|"FrenosABS"|"Aire"|"Airbag"|"Asientos"|"Cilindros"|"Direccion"|"Financiamiento"|"Motor"|"Negociable"|"MotorReparado"|"Sonido"|"Traccion"|"Transmision"|"Vidrios"|"AlarmaControl"|"Asegurado"|"RastreoSatelital"|"CD"|"DVD"|"Planta"|"Buffer"|"Estribos"|"ForroLlantaRepuesto"|"LlantasNuevas"|"LucesAntiNiebla"|"PeliculaSeguridad"|"RetrovisoresElectricos"|"ReVTecnicoMecanica"|"RinesLujo"|"Spoiler"|"SunRoof"|"BloqueoCentral"|"ForroVolante"|"ForroAsientos"|"VolanteDeportivo"|"fecha_grabacion"
55|"Mazda 2 Gran Touring"|"$ 57.500.000"|"2018"|"0 Km"|"Meta"|"http://articulo.tucarro.com.co/MCO-448289782-mazda-2-gran-touring-_JM"|"Plateado"||"0"|"Mazda"|"Mazda 2"||"0"|"2018"|||||||"Asistida"|||"No"||||"Automática"|||||||||||||||||||||||2017-08-18
56|"Mazda 2 Hb"|"$ 29.300.000"|"2013"|"57.400 Km"|"Bogotá D.c."|"http://articulo.tucarro.com.co/MCO-453079504-mazda-mazda-2-hb-_JM"|"Blanco"|"Gasolina"|"57400"|"Mazda"|"Mazda 2"||"MSL-710"|"2013"|"HB"|"Sí"|"Sí"|"Sí"|"Tela"|"4"|"Hidráulica"||"1498"|"Sí"||"R/Rep."||"Mecánica"|"Eléctricos"|1||||||1||||1|1|1|1|1|1||1||1||2017-08-18
57|"Mazda 2"|"$ 32.000.000"|"2013"|"56.000 Km"|"Risaralda"|"http://articulo.tucarro.com.co/MCO-454004176-mazda-mazda-2-_JM"|"Gris"|"Gasolina"|"56000"|"Mazda"|"Mazda 2"||"MUU-533"|"2013"|||"Sí"|"Sí"|"Tela"||"Hidráulica"||"1500"|"Sí"||"R/Rep."||"Mecánica"|"Eléctricos"|1||||||||||1||||1|||1||||2017-08-18
58|"Mazda 2"|"$ 30.500.000"|"2011"|"38.000 Km"|"Antioquia"|"http://articulo.tucarro.com.co/MCO-453861303-mazda-mazda-2-_JM"|"Blanco"|"Gasolina"|"38000"|"Mazda"|"Mazda 2"|"Sí"|"BXR290"|"2011"||"Sí"|"Sí"|"Sí"|"Cuero"||"Mecánica"|"No"||"Sí"|"No"|"CD"||"Mecánica"|"Eléctricos"|1|1|||||||1||1|1|1|||||||||2017-08-18
59|"Mazda 2 Hb"|"$ 29.300.000"|"2012"|"45.700 Km"|"Bogotá D.c."|"http://articulo.tucarro.com.co/MCO-453933872-mazda-mazda-2-hb-_JM"|"Gris"|"Gasolina"|"45700"|"Mazda"|"Mazda 2"|"No"|"MBV-482"|"2012"|"HB"||"Sí"|"Sí"|"Tela"||"Hidráulica"||"1500"|"Sí"||"R/Rep."||"Mecánica"|"Eléctricos"|1|||||||||||||||||||||2017-08-18
60|"Mazda 2 2011"|"$ 27.000.000"|"2011"|"60.000 Km"|"Bogotá D.c."|"http://articulo.tucarro.com.co/MCO-453893098-mazda-mazda-2-2011-_JM"|"Rojo"|"Gasolina"|"60000"|"Mazda"|"Mazda 2"|"Sí"|"RFX-948"|"2011"||"Sí"|"Sí"||"Tela"||"Hidráulica"|||"Sí"||"R/Rep."||"Mecánica"|"Eléctricos"|1|1||||||||||||||||||1||2017-08-18
61|"Mazda 2 Grand Touring"|"$ 43.500.000"|"2016"|"39.000 Km"|"Valle Del Cauca"|"http://articulo.tucarro.com.co/MCO-452113157-mazda-mazda-2-grand-touring-_JM"|"Rojo"|"Gasolina"|"39000"|"Mazda"|"Mazda 2"|"Sí"|"*****8"|"2016"||"Sí"|"Sí"|"Sí"|||"Asistida"|||"Sí"||||"Mecánica"|"Eléctricos"||||||||||||||||||||||2017-08-18
62|"Mazda 2 Hb Mt 1500cc"|"$ 38.700.000"|"2015"|"23.300 Km"|"Bogotá D.c."|"http://articulo.tucarro.com.co/MCO-453758198-mazda-mazda-2-hb-mt-1500cc-_JM"|"Blanco"|"Gasolina"|"23300"|"Mazda"|"Mazda 2"|"Sí"|"ZYR-003"|"2015"|"HB MT 1500CC"|"Sí"|"Sí"|"Sí"|"Cuero"||"Hidráulica"|"No"|"1500"|"Sí"|"No"|"MP3"|"4x2"|"Mecánica"|"Eléctricos"|1|1|||||1||||1|1|1||1|||1|||1|2017-08-18
63|"Mazda 2 2"|"$ 32.000.000"|"2011"|"82.500 Km"|"Santander"|"http://articulo.tucarro.com.co/MCO-450548417-mazda-mazda-2-2-_JM"|"Negro"|"Gasolina"|"82500"|"Mazda"|"Mazda 2"|"Sí"|"KKW629"|"2011"|"2"|"Sí"|"Sí"|"Sí"|"Cuero"|"4"|"Hidráulica"|"No"|"1500"|"No"|"No"|"CD"|"4x2"|"Automática"|"Eléctricos"||1||1||||||||1|1|||||1||||2017-08-18
64|"Mazda 2"|"$ 30.000.000"|"2011"|"69.600 Km"|"Bogotá D.c."|"http://articulo.tucarro.com.co/MCO-453234007-mazda-mazda-2-_JM"|"Negro"|"Gasolina"|"69600"|"Mazda"|"Mazda 2"|"No"|"CGN933"|"2011"||"Sí"|"Sí"|"Sí"|"Tela"||"Hidráulica"|"No"|"1500"|"Sí"|"No"|"MP3"||"Automática"|"Eléctricos"|1|||||||||||||||||1||||2017-08-18
65|"Mazda 2 Hatchback"|"$ 36.500.000"|"2015"|"41.000 Km"|"Cundinamarca"|"http://articulo.tucarro.com.co/MCO-453037111-mazda-mazda-2-hatchback-_JM"|"Plateado"|"Gasolina"|"41000"|"Mazda"|"Mazda 2"||"UCW-240"|"2015"|"Hatchback"|"Sí"|"Sí"|"Sí"|"Tela"||"Asistida"||"1498"|"Sí"||"MP3"||"Automática"|"Eléctricos"|1|||||||||1||1||||||||||2017-08-18
66|"Mazda 2"|"$ 33.500.000"|"2013"|"44.000 Km"|"Risaralda"|"http://articulo.tucarro.com.co/MCO-452106396-mazda-mazda-2-_JM"|"Plateado"|"Gasolina"|"44000"|"Mazda"|"Mazda 2"|"Sí"|"MTO-023"|"2013"||"Sí"|"Sí"|"Sí"|"Cuero"||"Hidráulica"||"1500"|"Sí"||"MP3"||"Mecánica"|"Eléctricos"||||||||||||1||||||1||||2017-08-18
67|"Mazda 2 2011"|"$ 30.000.000"|"2011"|"47.000 Km"|"Bogotá D.c."|"http://articulo.tucarro.com.co/MCO-450721318-mazda-mazda-2-2011-_JM"|"Rojo"|"Gasolina"|"47000"|"Mazda"|"Mazda 2"|"No"|"RGO-718"|"2011"||"Sí"|"Sí"|"Sí"|"Tela"||"Hidráulica"||"1500"|"Sí"||"MP3"|"4x2"|"Mecánica"|"Eléctricos"|1|||1||||||||1|1|1||||1||||2017-08-18
68|"Mazda 2"|"$ 32.000.000"|"2013"|"53.514 Km"|"Caldas"|"http://articulo.tucarro.com.co/MCO-452103291-mazda-mazda-2-_JM"|"Plateado"|"Gasolina"|"53514"|"Mazda"|"Mazda 2"||"DHT-616"|"2013"||"Sí"|"Sí"|"Sí"|"Tela"||"Hidráulica"||"1500"|"Sí"||"MP3"||"Mecánica"|"Eléctricos"|1|||||||||1|1|1|1|1|1|1||1||||2017-08-18
69|"Mazda 2"|"$ 29.000.000"|"2011"|"66.000 Km"|"Bogotá D.c."|"http://articulo.tucarro.com.co/MCO-452143177-mazda-mazda-2-_JM"|"Gris"|"Gasolina"|"66000"|"Mazda"|"Mazda 2"|"No"|"REO981"|"2011"||"Sí"|"Sí"|"Sí"|"Cuero"|"16V"|"Hidráulica"|"No"|"1500"|"Sí"|"No"|"CD"||"Mecánica"|"Eléctricos"|1|1||1||||||1|1|1|1|1|1|||1|||1|2017-08-18
70|"Mazda 2"|"$ 21.500.000"|"2009"|"150.000 Km"|"Bogotá D.c."|"http://articulo.tucarro.com.co/MCO-451241460-mazda-mazda-2-_JM"|"Rojo"|"Gasolina"|"150000"|"Mazda"|"Mazda 2"|"No"|"DCL-070"|"2009"||"Sí"|"Sí"|"Sí"|"Semi-cuero"|"4"|"Asistida"|"No"|"1500"|"Sí"||"MP3"||"Automática"|"Eléctricos"|1|||||||||1|1|1|1|1|1|1||1|1||1|2017-08-18
71|"Mazda 2 Automatico"|"$ 24.000.000"|"2008"|"47.000 Km"|"Bogotá D.c."|"http://articulo.tucarro.com.co/MCO-453733730-mazda-2-automatico-_JM"|"Gris"|"Gasolina"|"47000"|"Mazda"|"Mazda 2"|"No"|"CQL420"|"2008"||"Sí"|"Sí"|"Sí"|"Tela"||"Hidráulica"|"No"|"1500"|"Sí"|"No"|"CD"||"Automática"|"Eléctricos"|1|1|||||||||1|1|1|1||||1||||2017-08-18
72|"Mazda 2 1.5 Aut2013 Mjy891"|"$ 33.900.000"|"2013"|"51.027 Km"|"Bogotá D.c."|"http://articulo.tucarro.com.co/MCO-453584030-mazda-2-15-aut2013-mjy891-_JM"|"Rojo"|"Gasolina"|"51027"|"Mazda"|"Mazda 2"||"MJY891"|"2013"|||"Sí"|"Sí"|"Cuero"||"Hidráulica"|"Sí"|"1500"|"No"||||"Automática"|||||||||||||||||||||||2017-08-18
73|"Mazda 2 Takeshi Aut"|"$ 36.900.000"|"2014"|"32.500 Km"|"Antioquia"|"http://articulo.tucarro.com.co/MCO-454001535-mazda-mazda-2-takeshi-aut-_JM"|"Blanco"|"Gasolina"|"32500"|"Mazda"|"Mazda 2"|"Sí"|"HXV-306"|"2014"|"TAKESHI AUT"|"Sí"|"Sí"|"Sí"|"Cuero"|"4"|"Hidráulica"|"No"|"1500"|"Sí"|"No"|"MP3"|"4x2"|"Automática"|"Eléctricos"|1||||||||||1|1|1||1|1||1|||1|2017-08-18
74|"Mazda 2 Aut 1.5"|"$ 34.000.000"|"2013"|"51.000 Km"|"Antioquia"|"http://articulo.tucarro.com.co/MCO-453923241-mazda-mazda-2-aut-15-_JM"|"Gris"|"Gasolina"|"51000"|"Mazda"|"Mazda 2"|"No"|"MVV-341"|"2013"|"AUT 1.5"|"Sí"|"Sí"|"Sí"|"Tela"|"4"|"Hidráulica"|"No"|"1500"|"Sí"|"No"|"MP3"|"4x2"|"Automática"|"Eléctricos"|1||||||||||1|1|1||1|1||1|||1|2017-08-18
75|"Mazda 2 2009"|"$ 25.000.000"|"2009"|"80.000 Km"|"Valle Del Cauca"|"http://articulo.tucarro.com.co/MCO-452322250-mazda-mazda-2-2009-_JM"|"Gris"||"80000"|"Mazda"|"Mazda 2"||"CUQ320"|"2009"|||||||"Hidráulica"|||"Sí"||||"Automática"|||||||||||||||||||||||2017-08-18
76|"Mazda 2 Hb"|"$ 38.100.000"|"2015"|"11.000 Km"|"Bogotá D.c."|"http://articulo.tucarro.com.co/MCO-453712206-mazda-mazda-2-hb-_JM"|"Blanco"|"Gasolina"|"11000"|"Mazda"|"Mazda 2"|"No"|"URS-808"|"2015"|"HB"|"Sí"|"Sí"|"Sí"|"Cuero"||"Asistida"|"No"|"1500"|"Sí"|"No"|"MP3"|"4x2"|"Mecánica"|"Eléctricos"|1||||||||||1|1|1||1|1||1||||2017-08-18
77|"Mazda 2 Mecanico"|"$ 25.000.000"|"2010"|"69.000 Km"|"Bogotá D.c."|"http://articulo.tucarro.com.co/MCO-454013902-mazda-2-mecanico-full-_JM"|"Rojo"|"Gasolina"|"69000"|"Mazda"|"Mazda 2"|"No"|"RZP402"|"2010"|"2 MECANICO"|"Sí"|"Sí"|"Sí"|"Cuero"|"4"|"Asistida"|"Sí"|"1500"|"Sí"||"MP3"|"4x2"|"Mecánica"|"Eléctricos"|1|1||||||||1|1|1|1|1|1|1||1|||1|2017-08-18
78|"Mazda 2 Hb"|"$ 33.800.000"|"2014"|"40.500 Km"|"Antioquia"|"http://articulo.tucarro.com.co/MCO-451063574-mazda-mazda-2-hb-_JM"|"Azul"|"Gasolina"|"40500"|"Mazda"|"Mazda 2"|"Sí"|"HGY-295"|"2014"|"HB"|"Sí"|"Sí"|"Sí"|"Tela"|"4L"|"Hidráulica"|"No"|"1500"|"Sí"|"No"|"MP3"|"4x2"|"Mecánica"|"Eléctricos"|1|1|||||||||1|1|1||1|1||1|||1|2017-08-18
79|"Mazda 2 Mazda 2, Sedan F.e. 1,5l"|"$ 26.650.000"|"2011"|"100.593 Km"|"Bogotá D.c."|"http://articulo.tucarro.com.co/MCO-453191097-mazda-2-sedan-15l-mecanico-full-equipo-hermoso-_JM"|"Plateado"|"Gasolina"|"100593"|"Mazda"|"Mazda 2"||"KGD482"|"2011"|"Mazda 2, Sedan F.E. 1,5L"|"Sí"|"Sí"|"Sí"|"Cuero"|"4, 16 VALVULAS"|"Hidráulica"|"No"|"1.498 Cms3"|"Sí"|"No"|"MP3"|"4x2"|"Mecánica"|"Eléctricos"|1|1||||||||1|1|1|1|1|1||1|1||||2017-08-18
80|"Mazda 2 Hvv381"|"$ 32.200.000"|"2014"|"38.850 Km"|"Bogotá D.c."|"http://articulo.tucarro.com.co/MCO-453503163-mazda-mazda-2-hvv381-_JM"|"Negro"|"Gasolina"|"38850"|"Mazda"|"Mazda 2"||"HVV381"|"2014"|||"Sí"|"Sí"|"Tela"|"1500"|"Otro"|"Sí"||"No"||||"Mecánica"|"Eléctricos"||||||||||||||||||||||2017-08-18
81|"Mazda 2 Grand Touring Mec Paño 2018"|"$ 54.950.000"|"2018"|"0 Km"|"Tolima"|"http://articulo.tucarro.com.co/MCO-452037796-mazda-2-grand-touring-mec-pano-2018-_JM"|"Rojo"|"Gasolina"|"0"|"Mazda"|"Mazda 2"|"Sí"|"0"|"2018"||"Sí"|"Sí"|"Sí"|"Tela"||"Asistida"|"Sí"|"1500"|"No"|"No"|"MP3"||"Mecánica"|"Eléctricos"|1|||||||||1|||1||1|||1||||2017-08-18
82|"Mazda 2"|"$ 24.500.000"|"2009"|"82.000 Km"|"Bogotá D.c."|"http://articulo.tucarro.com.co/MCO-453661810-mazda-mazda-2-_JM"|"Plateado"|"Gasolina"|"82000"|"Mazda"|"Mazda 2"|"Sí"|"DCL456"|"2009"||"Sí"|"Sí"|"Sí"|"Tela"||"Asistida"|"No"|"1500"|"Sí"|"No"|"CD"|"4x2"|"Automática"|"Eléctricos"|1|||1||||||1|1||1|1|1|1||1||||2017-08-18
83|"Mazda 2 Sedan"|"$ 26.900.000"|"2011"|"103.000 Km"|"Antioquia"|"http://articulo.tucarro.com.co/MCO-453455910-mazda-mazda-2-sedan-_JM"|"Plateado"|"Gasolina"|"103000"|"Mazda"|"Mazda 2"|"Sí"|"IUA-228"|"2011"|"Sedan"|"Sí"|"Sí"|"Sí"|"Tela"|"4"|"Hidráulica"|"No"|"1500"|"Sí"|"No"|"MP3"|"4x2"|"Automática"|"Eléctricos"|1||||||||||1|1|1||1|||1|||1|2017-08-18
84|"Mazda 2 Sport"|"$ 33.500.000"|"2014"|"28.100 Km"|"Bogotá D.c."|"http://articulo.tucarro.com.co/MCO-453306156-mazda-mazda-2-sport-_JM"|"Blanco"|"Gasolina"|"28100"|"Mazda"|"Mazda 2"|"Sí"|"HIU-841"|"2014"|"Sport"|"Sí"|"Sí"|"Sí"|"Cuero"||"Hidráulica"|"No"|"1500"|"Sí"|"No"|"MP3"||"Mecánica"|"Eléctricos"|1||||||||||1|1|1||1|1|1|1|||1|2017-08-18
85|"Mazda 2 Hb"|"$ 31.500.000"|"2012"|"41.600 Km"|"Bogotá D.c."|"http://articulo.tucarro.com.co/MCO-453104584-mazda-mazda-2-hb-_JM"|"Azul"|"Gasolina"|"41600"|"Mazda"|"Mazda 2"|"No"|"RLR-096"|"2012"|"HB"|"Sí"|"Sí"|"Sí"|"Semi-cuero"||"Asistida"|"No"|"1498"|"Sí"|"No"|"MP3"|"4x2"|"Mecánica"|"Eléctricos"|1||||||||||1|1|||1|||||||2017-08-18
86|"Mazda 2 Mazda 2 Mt"|"$ 30.000.000"|"2009"|"40.000 Km"|"Bogotá D.c."|"http://articulo.tucarro.com.co/MCO-453102344-mazda-mazda-2-mt-_JM"|"Plateado"|"Gasolina"|"40000"|"Mazda"|"Mazda 2"|"Sí"|"CZL556"|"2009"|"MAZDA 2 MT"|"Sí"|"Sí"|"Sí"|"Tela"|"4"|"Asistida"|"No"|"1500CC"|"No"|"No"|"MP3"||"Mecánica"|"Eléctricos"|1|||||||1||1|1|1|1|1|1|1||1||||2017-08-18
87|"Mazda 2 Touring"|"$ 47.000.000"|"2017"|"2.800 Km"|"Risaralda"|"http://articulo.tucarro.com.co/MCO-453039608-mazda-mazda-2-touring-_JM"|"Blanco"|"Gasolina"|"2800"|"Mazda"|"Mazda 2"|"Sí"|"JJT-717"|"2017"|"TOURING"|||"Sí"|"Tela"||"Hidráulica"||"1496"|"Sí"||"R/Rep."||"Mecánica"|"Eléctricos"|1|||1||||||1||1|1|1|1|||1||||2017-08-18
88|"Mazda 2"|"$ 39.500.000"|"2015"|"25.000 Km"|"Bogotá D.c."|"http://articulo.tucarro.com.co/MCO-451700236-mazda-mazda-2-_JM"|"Plateado"|"Gasolina"|"25000"|"Mazda"|"Mazda 2"|"Sí"|"UCL608"|"2015"||"Sí"|"Sí"|"Sí"|"Tela"||"Hidráulica"|"No"|"1500"|"Sí"|"No"|"MP3"||"Automática"|"Eléctricos"||1||||||||||||||||1||||2017-08-18
89|"Mazda 2 Hb"|"$ 28.500.000"|"2010"|"65.000 Km"|"Antioquia"|"http://articulo.tucarro.com.co/MCO-451688948-mazda-mazda-2-hb-_JM"|"Gris"|"Gasolina"|"65000"|"Mazda"|"Mazda 2"|"No"|"***-***"|"2010"|"HB"|"Sí"|"Sí"|"Sí"|"Tela"|"4L"|"Hidráulica"|"No"|"1500"|"Sí"|"No"|"MP3"|"4x2"|"Mecánica"|"Eléctricos"|1|1|||||||||1|1|1|1|1|1||1|||1|2017-08-18
90|"Mazda 2 Hb"|"$ 26.900.000"|"2009"|"77.342 Km"|"Antioquia"|"http://articulo.tucarro.com.co/MCO-451108568-mazda-mazda-2-hb-_JM"|"Gris"|"Gasolina"|"77342"|"Mazda"|"Mazda 2"|"Sí"|"MOO-342"|"2009"|"HB"|"Sí"|"Sí"|"Sí"|"Tela"|"4L"|"Hidráulica"|"No"|"1500"|"Sí"|"No"|"MP3"|"4x2"|"Automática"|"Eléctricos"|1|||||||||1|1|1|1||1|||1||||2017-08-18
91|"Mazda 2 Touring"|"$ 42.500.000"|"2016"|"14.000 Km"|"Bogotá D.c."|"http://articulo.tucarro.com.co/MCO-453846388-mazda-mazda-2-touring-_JM"|"Rojo"|"Gasolina"|"14000"|"Mazda"|"Mazda 2"|"Sí"|"IJY-814"|"2016"|"Touring"|"Sí"|"Sí"|"Sí"|"Tela"||"Hidráulica"||"1500"|"Sí"||"MP3"||"Mecánica"|"Eléctricos"||||||||||||||||||||||2017-08-18
92|"Mazda 2, 2018"|"$ 59.900.000"|"2018"|"0 Km"|"Huila"|"http://articulo.tucarro.com.co/MCO-445466249-mazda-2-2018-_JM"|"Azul"||"0"|"Mazda"|"Mazda 2"||"0"|"2018"|||||||"Asistida"|||"No"||||"Automática"|||||||||||||||||||||||2017-08-18
93|"Mazda 2"|"$ 28.500.000"|"2011"|"43.000 Km"|"Bogotá D.c."|"http://articulo.tucarro.com.co/MCO-453837157-mazda-mazda-2-_JM"|"Azul"|"Gasolina"|"43000"|"Mazda"|"Mazda 2"|"Sí"|"RCM-627"|"2011"||"Sí"|"Sí"|"Sí"|"Cuero"||"Hidráulica"|"No"|"1500"|"Sí"|"No"|"CD"|"4x2"|"Mecánica"|"Eléctricos"|1|1|||||||||1|1|1|1||||1||||2017-08-18
94|"Mazda 2"|"$ 51.000.000"|"2017"|"10.000 Km"|"Bogotá D.c."|"http://articulo.tucarro.com.co/MCO-453518202-mazda-mazda-2-_JM"|"Rojo"|"Gasolina"|"10000"|"Mazda"|"Mazda 2"|"Sí"|"JEK-918"|"2017"||"Sí"|"Sí"|"Sí"|"Tela"||"Asistida"|"No"|"1.5"|"Sí"|"No"|"MP3"|"4x2"|"Mecánica"|"Eléctricos"|1|1|||||||||1|||||||1||||2017-08-18
95|"Mazda 2 Mazda 2 Mt Full"|"$ 22.500.000"|"2009"|"89.000 Km"|"Bogotá D.c."|"http://articulo.tucarro.com.co/MCO-453898277-mazda-mazda2-mt-full-_JM"|"Gris"|"Gasolina"|"89000"|"Mazda"|"Mazda 2"|"No"|"DCI394"|"2009"|"MAZDA 2 MT FULL"|"Sí"|"Sí"|"Sí"|"Tela"|"4"|"Hidráulica"|"No"|"1600"|"Sí"|"No"|"MP3"|"4x2"|"Mecánica"|"Eléctricos"|1|1||||||||1|1|1|1|1|1|1||1|||1|2017-08-18
96|"Mazda 2 Gran Touring"|"$ 51.500.000"|"2016"|"8.787 Km"|"Bogotá D.c."|"http://articulo.tucarro.com.co/MCO-452741432-mazda-mazda-2-gran-touring-_JM"|"Rojo"|"Gasolina"|"8787"|"Mazda"|"Mazda 2"|"Sí"|"***-**3"|"2016"|"Gran Touring"|"Sí"|"Sí"|"Sí"|"Tela"||"Hidráulica"|"No"|"1500"|"Sí"|"No"|"MP3"||"Automática"|"Eléctricos"|1|||||||||1|1|1|1||1|1||1||||2017-08-18
97|"Mazda 2 Hb"|"$ 30.000.000"|"2012"|"49.000 Km"|"Bogotá D.c."|"http://articulo.tucarro.com.co/MCO-452425661-mazda-mazda-2-hb-_JM"|"Rojo"|"Gasolina"|"49000"|"Mazda"|"Mazda 2"|"Sí"|"RJW 933"|"2012"|"HB"|"Sí"|"Sí"|"Sí"|"Tela"|"4L"|"Hidráulica"|"No"|"1500"|"Sí"|"No"|"CD"||"Automática"|"Eléctricos"|1|||1||||||||1|||1|||||||2017-08-18
98|"Mazda 2"|"$ 28.600.000"|"2011"|"64.500 Km"|"Antioquia"|"http://articulo.tucarro.com.co/MCO-450488380-mazda-mazda-2-_JM"|"Gris"|"Gasolina"|"64500"|"Mazda"|"Mazda 2"|"No"|"KCY978"|"2011"||"Sí"|"Sí"|"Sí"|"Tela"||"Hidráulica"|"No"|"1500cc"|"Sí"|"No"|"MP3"||"Automática"|"Eléctricos"|1|||||||||1||||||||||||2017-08-18
99|"Mazda 2 2014"|"$ 34.890.000"|"2014"|"15.200 Km"|"Antioquia"|"http://articulo.tucarro.com.co/MCO-452880893-mazda-mazda-2-2014-_JM"|"Blanco"|"Gasolina"|"15200"|"Mazda"|"Mazda 2"|"No"|"HFM369"|"2014"||"Sí"|"Sí"|"Sí"|"Tela"||"Asistida"|"No"|"1498"|"Sí"|"No"|"MP3"||"Mecánica"|"Eléctricos"||||||||||||1|1|||||1||||2017-08-18
100|"Mazda 2"|"$ 31.400.000"|"2013"|"34.750 Km"|"Bogotá D.c."|"http://articulo.tucarro.com.co/MCO-452705771-mazda-mazda-2-_JM"|"Blanco"|"Gasolina"|"34750"|"Mazda"|"Mazda 2"|"Sí"|"NCW-244"|"2013"|||"Sí"|"Sí"|"Tela"||"Hidráulica"||"1500"|"Sí"||"MP3"||"Mecánica"|"Eléctricos"||||||||||||1||||||1||||2017-08-18
101|"Mazda 2 Hatchback"|"$ 24.000.000"|"2010"|"106.000 Km"|"Bogotá D.c."|"http://articulo.tucarro.com.co/MCO-452763387-mazda-mazda-2-_JM"|"Rojo"|"Gasolina"|"106000"|"Mazda"|"Mazda 2"|"No"|"DCT-268"|"2010"|"hatchback"|"Sí"|"Sí"|"Sí"|"Tela"||"Hidráulica"|"No"|"1500"|"Sí"||"MP3"|"4x2"|"Mecánica"|"Eléctricos"|1|||||||||1||1||1||||1||||2017-08-18
102|"Mazda 2 Sedan"|"$ 27.500.000"|"2011"|"90.000 Km"|"Bogotá D.c."|"http://articulo.tucarro.com.co/MCO-453979306-mazda-mazda-2-sedan-_JM"|"Rojo"|"Gasolina"|"90000"|"Mazda"|"Mazda 2"|"No"|"KII-615"|"2011"|"Sedan"|"Sí"|"Sí"|"Sí"|"Tela"||"Asistida"|"No"|"1500"|"Sí"|"No"|"MP3"||"Automática"|"Eléctricos"|1|1|||1|1|1||||1|1|1|1|1|||1||||2017-08-18
103|"Mazda 2 Grand Touring"|"$ 50.900.000"|"2016"|"32.000 Km"|"Antioquia"|"http://articulo.tucarro.com.co/MCO-450742923-mazda-mazda-2-touring-_JM"|"Gris"|"Gasolina"|"32000"|"Mazda"|"Mazda 2"|"Sí"||"2016"|"Grand Touring"|"Sí"|"Sí"|"Sí"|"Cuero"|"4"|"Hidráulica"|"No"|"1500"|"Sí"|"No"|"MP3"|"4x2"|"Automática"|"Eléctricos"|1||||||||||1|1|1||1|1||1|||1|2017-08-18
104|"Mazda 2 Mazda 2 Hb At"|"$ 29.000.000"|"2011"|"78.000 Km"|"Antioquia"|"http://articulo.tucarro.com.co/MCO-450350388-mazda-mazda-2-mazda-2-hb-at-_JM"|"Beige"|"Gasolina"|"78000"|"Mazda"|"Mazda 2"|"No"|"KJA-227"|"2011"|"MAZDA 2 HB AT"|"Sí"|"Sí"|"Sí"|"Tela"|"4L"|"Hidráulica"|"No"|"1500"|"Sí"|"No"|"MP3"|"4x2"|"Automática"|"Eléctricos"|1|1||||||||1|1|1|1||1|1||1||||2017-08-18
105|"Mazda 2 Touring"|"$ 45.000.000"|"2016"|"22.000 Km"|"Atlántico"|"http://articulo.tucarro.com.co/MCO-453431469-mazda-mazda-2-touring-_JM"|"Gris"|"Gasolina"|"22000"|"Mazda"|"Mazda 2"|"Sí"|"*****3"|"2016"|"TOURING"|"Sí"|"Sí"|"Sí"|"Tela"|"4"|"Asistida"|"No"|"1500CC"|"Sí"|"No"|"CD"|"4x2"|"Automática"|"Eléctricos"|1|||||||1|1|1|1|1||1|1|1||||||2017-08-18
106|"Mazda 2 Gran Touring"|"$ 52.500.000"|"2017"|"27.000 Km"|"Bogotá D.c."|"http://articulo.tucarro.com.co/MCO-452424874-mazda-mazda-2-gran-touring-_JM"|"Rojo"|"Gasolina"|"27000"|"Mazda"|"Mazda 2"|"Sí"|"IXU-179"|"2017"|"Gran Touring"|"Sí"|"Sí"|"Sí"|"Tela"||"Hidráulica"|"No"|"1500"|"Sí"|"No"|"MP3"|"4x2"|"Automática"|"Eléctricos"|1|1|||||||||1|||||||||||2017-08-18
107|"Mazda 2 Full Equipo"|"$ 32.000.000"|"2012"|"79.000 Km"|"Antioquia"|"http://articulo.tucarro.com.co/MCO-452947430-mazda-mazda-2-full-equipo-_JM"|"Gris"|"Gasolina"|"79000"|"Mazda"|"Mazda 2"|"Sí"|"DKQ816"|"2012"|"FULL EQUIPO"|"Sí"|"Sí"||"Cuero"||"Hidráulica"|"No"|"1500"|"Sí"|"No"|"MP3"|"4x2"|"Automática"|"Eléctricos"|||||||||||1|1|1|1||1||1||||2017-08-18
108|"Mazda 2"|"$ 34.500.000"|"2013"|"55.000 Km"|"Risaralda"|"http://articulo.tucarro.com.co/MCO-452104998-mazda-mazda-2-_JM"|"Gris"|"Gasolina"|"55000"|"Mazda"|"Mazda 2"|"Sí"|"NEN-055"|"2013"||"Sí"|"Sí"|"Sí"|"Cuero"||"Hidráulica"|"No"|"1500"|"Sí"||"MP3"||"Automática"|"Eléctricos"|1|||||||||1|||1||1|||1||||2017-08-18
109|"Mazda 2"|"$ 33.900.000"|"2014"|"28.600 Km"|"Bogotá D.c."|"http://articulo.tucarro.com.co/MCO-450629669-mazda-mazda-2-_JM"|"Plateado"|"Gasolina"|"28600"|"Mazda"|"Mazda 2"|"No"|"HKZ-475"|"2014"||"Sí"|"Sí"|"Sí"|"Cuero"||"Asistida"||"1500"|"Sí"||"MP3"|"4x2"|"Mecánica"|"Eléctricos"|1|1|||||||||1|1|1||1|||1|||1|2017-08-18
