"Id","Titulo","Precio","Modelo_anyo","Kilometros","Ubicacion","URL","Color","Combustible","Recorrido","Marca","Modelo","Unico","Placa","Anyo","Version","FrenosABS","Aire","Airbag","Asientos","Cilindros","Direccion","Financiamiento","Motor","Negociable","MotorReparado","Sonido","Traccion","Transmision","Vidrios"
458,"Mazda 2","$ 29.500.000","2012","35.500 Km","Bogotá D.c.","http://articulo.tucarro.com.co/MCO-452914404-mazda-mazda-2-_JM","Gris",,"35500","Mazda","Mazda 2",,"DLK321","2012",,,,,,,"Hidráulica",,,"Sí",,,,"Mecánica",
459,"Mazda 2 Touring","$ 47.500.000","2017","6.400 Km","Risaralda","http://articulo.tucarro.com.co/MCO-452415354-mazda-2-_JM","Rojo","Gasolina","6400","Mazda","Mazda 2","Sí","IZZ501","2017","Touring",,"Sí","Sí","Cuero",,"Hidráulica","No",,"Sí","No","MP3",,"Automática","Eléctricos"
460,"Mazda 2","$ 28.500.000","2012","62.000 Km","Bogotá D.c.","http://articulo.tucarro.com.co/MCO-452760030-mazda-2-_JM","Gris","Gasolina","62000","Mazda","Mazda 2","Sí","RJK411","2012",,"Sí","Sí","Sí","Cuero",,"Asistida","No","1500","Sí","No",,,"Automática","Eléctricos"
461,"Mazda 2 2016","$ 50.000.000","2016","21.000 Km","Antioquia","http://articulo.tucarro.com.co/MCO-449938665-mazda-mazda-2-2016-_JM","Marrón",,"21000","Mazda","Mazda 2",,"IJT689","2016",,,,,,,"Hidráulica",,,"Sí",,,,"Automática",
462,"Mazda 2 Sedan 1.5 Negro","$ 29.000.000","2011","105.000 Km","Antioquia","http://articulo.tucarro.com.co/MCO-450693795-mazda-2-sedan-15-negro-_JM","Negro","Gasolina","105000","Mazda","Mazda 2","No","KIZ080","2011",,"Sí","Sí","Sí","Cuero",,"Hidráulica","No","1500","Sí","No","MP3",,"Automática","Eléctricos"
463,"Mazda 2","$ 29.000.000","2013","62.000 Km","Santander","http://articulo.tucarro.com.co/MCO-453382206-mazda-mazda-2-_JM","Plateado","Gasolina","62000","Mazda","Mazda 2","Sí","DLO-165","2013",,"Sí","Sí","Sí","Tela",,"Hidráulica",,"1500","Sí",,"MP3",,"Mecánica","Eléctricos"
464,"Mazda 2 2013","$ 34.500.000","2013","54.400 Km","Valle Del Cauca","http://articulo.tucarro.com.co/MCO-453462251-mazda-mazda-2-2013-_JM","Otro",,"54400","Mazda","Mazda 2",,"Nek276","2013",,,,,,,"Hidráulica",,,"Sí",,,,"Automática",
465,"Mazda 2","$ 37.000.000","2015","30.000 Km","Valle Del Cauca","http://articulo.tucarro.com.co/MCO-453539089-mazda-2-_JM","Gris","Gasolina","30000","Mazda","Mazda 2","Sí","ubl956","2015",,"Sí",,"Sí","Tela",,"Hidráulica",,"1500","No",,"MP3","4x2","Automática","Eléctricos"
466,"Mazda 2 2","$ 29.000.000","2011","57.487 Km","Atlántico","http://articulo.tucarro.com.co/MCO-452942380-mazda-mazda-2-2011-_JM","Blanco","Gasolina","57487","Mazda","Mazda 2",,"DHL-189","2011","2","Sí","Sí","Sí","Cuero",,"Hidráulica",,"1.5","Sí",,"MP3","4x2","Automática","Eléctricos"
467,"Mazda 2","$ 32.000.000","2014","44.500 Km","Bogotá D.c.","http://articulo.tucarro.com.co/MCO-452896637-mazda-2-_JM","Rojo","Gasolina","44500","Mazda","Mazda 2","Sí","HTK 925","2014",,"Sí","Sí","Sí","Cuero",,"Hidráulica","No","1600","Sí","No",,,"Mecánica",
468,"Mazda 2","$ 26.000.000","2010","27.000 Km","Bogotá D.c.","http://articulo.tucarro.com.co/MCO-453262140-mazda-2-_JM","Gris",,"27000","Mazda","Mazda 2",,"PAR","2010",,,,,,,"Hidráulica",,,"No",,,,"Automática",
469,"Mazda 2 2017","$ 48.500.000","2017","8.600 Km","Bogotá D.c.","http://articulo.tucarro.com.co/MCO-453615651-mazda-mazda-2-2017-_JM","Gris",,"8600","Mazda","Mazda 2",,"JDK516","2017",,,,,,,"Asistida",,,"Sí",,,,"Mecánica",
470,"Mazda 2 Touring","$ 40.000.000","2016","36.000 Km","Tolima","http://articulo.tucarro.com.co/MCO-451162784-mazda-mazda-2-touring-_JM","Blanco","Gasolina","36000","Mazda","Mazda 2","Sí","IGV-608","2016","Touring","Sí","Sí","Sí","Tela",,"Hidráulica",,"1600","Sí",,"MP3",,"Mecánica","Eléctricos"
471,"Mazda 2 2016","$ 47.500.000","2016","18.000 Km","Huila","http://articulo.tucarro.com.co/MCO-448098171-mazda-mazda-2-2016-_JM","Rojo",,"18000","Mazda","Mazda 2",,"hgk497","2016",,,,,,,"Hidráulica",,,"Sí",,,,"Automática",
472,"Mazda 2","$ 43.500.000","2016","24.000 Km","Cundinamarca","http://articulo.tucarro.com.co/MCO-453014853-mazda-mazda-2-_JM","Plateado","Gasolina","24000","Mazda","Mazda 2","Sí","IGV-762","2016",,"Sí","Sí","Sí","Tela",,"Hidráulica",,"1500","Sí",,"MP3",,"Automática","Eléctricos"
473,"Mazda 2 Mecanico 2014 Excelente Estado","$ 31.400.000","2014","34.500 Km","Valle Del Cauca","http://articulo.tucarro.com.co/MCO-453233061-mazda-2-mecanico-2014-excelente-estado-_JM","Azul",,"34500","Mazda","Mazda 2",,"HCW105","2014",,,,,,,"Asistida",,"1450","Sí","No","CD","4x2","Mecánica","Eléctricos"
474,"Mazda 2","$ 35.490.000","2014","36.000 Km","Valle Del Cauca","http://articulo.tucarro.com.co/MCO-451284938-mazda-mazda-2-_JM","Blanco","Gasolina","36000","Mazda","Mazda 2","Sí","HHZ-515","2014",,"Sí","Sí","Sí","Cuero",,"Hidráulica",,"1500","Sí",,"MP3",,"Automática","Eléctricos"
475,"Mazda 2","$ 30.000.000","2012","32.000 Km","Bogotá D.c.","http://articulo.tucarro.com.co/MCO-450925222-mazda-2-_JM","Gris","Gasolina","32000","Mazda","Mazda 2",,"167","2012",,"Sí","Sí","Sí",,,"Mecánica","No",,"Sí",,,,"Mecánica","Eléctricos"
476,"Mazda 2 Grand Touring Tecnología Skyactive 2016","$ 45.000.000","2016","14.000 Km","Bogotá D.c.","http://articulo.tucarro.com.co/MCO-451712917-mazda-2-grand-touring-tecnologia-skyactive-2016-_JM","Negro","Gasolina","14000","Mazda","Mazda 2","Sí","COD 821","2016",,"Sí","Sí","Sí","Tela",,"Asistida","No","1500","Sí","No",,,"Mecánica","Eléctricos"
477,"Mazda 2 2014","$ 34.500.000","2014","28.000 Km","Antioquia","http://articulo.tucarro.com.co/MCO-451337258-mazda-mazda-2-2014-_JM","Blanco",,"28000","Mazda","Mazda 2",,"bfb030","2014",,,,,,,"Hidráulica",,,"No",,,,"Automática",
478,"Mazda 2 Grand Touring","$ 45.500.000","2016","14.000 Km","Atlántico","http://articulo.tucarro.com.co/MCO-452024767-mazda-mazda-2-grand-touring-_JM","Gris",,"14000","Mazda","Mazda 2",,"IEZ-906","2016",,,,,,,"Hidráulica",,,"Sí",,,,"Automática",
479,"Mazda 2 Hb","$ 44.000.000","2016","2.900 Km","Bogotá D.c.","http://articulo.tucarro.com.co/MCO-449620545-mazda-mazda-2-hb-_JM","Negro","Gasolina","2900","Mazda","Mazda 2","Sí","INL-433","2016","HB","Sí","Sí","Sí","Tela","4","Hidráulica","No","1500","Sí","No","MP3",,"Mecánica","Eléctricos"
480,"Mazda 2 2009","$ 21.000.000","2009","98.300 Km","Antioquia","http://articulo.tucarro.com.co/MCO-453765210-mazda-mazda-2-2009-_JM","Negro",,"98300","Mazda","Mazda 2",,"DCH313","2009",,,,,,,"Asistida",,,"Sí",,,,"Automática",
481,"Mazda 2 Touring","$ 45.000.000","2016","36.700 Km","Bogotá D.c.","http://articulo.tucarro.com.co/MCO-453845717-mazda-2-touring-automatico-_JM","Blanco","Gasolina","36700","Mazda","Mazda 2","Sí","MQP343","2016","Touring","Sí","Sí","Sí","Cuero","4","Hidráulica","No","1.500","Sí","No",,"4x2","Automática","Eléctricos"
482,"Mazda 2 2009","$ 27.500.000","2009","59.800 Km","Antioquia","http://articulo.tucarro.com.co/MCO-453835713-mazda-mazda-2-2009-_JM","Rojo",,"59800","Mazda","Mazda 2",,"MNZ592","2009",,,,,,,"Hidráulica",,,"Sí",,,,"Automática",
483,"Mazda 2 Grand Touring","$ 51.500.000","2016","27.000 Km","Antioquia","http://articulo.tucarro.com.co/MCO-454093720-mazda-2-skyactiv-grand-touring-_JM","Gris","Gasolina","27000","Mazda","Mazda 2","Sí","8","2016","Grand Touring","Sí","Sí","Sí","Cuero","4","Hidráulica","No","1500","Sí","No","MP3","4x2","Automática","Eléctricos"
484,"Mazda 2 Takeshi","$ 37.400.000","2014","36.000 Km","Antioquia","http://articulo.tucarro.com.co/MCO-453898787-mazda-2-_JM","Blanco","Gasolina","36000","Mazda","Mazda 2",,"HFM668","2014","Takeshi","No","Sí","Sí","Cuero",,"Hidráulica","No","1600","Sí","No","MP3","4x2","Automática","Eléctricos"
485,"Mazda 2","$ 48.500.000","2017","11.350 Km","Bogotá D.c.","http://articulo.tucarro.com.co/MCO-454035683-mazda-mazda-2-_JM","Azul","Gasolina","11350","Mazda","Mazda 2","Sí","JDR655","2017",,"Sí","Sí","Sí","Tela",,"Hidráulica","No",,"Sí",,"MP3",,"Automática","Eléctricos"
486,"Mazda 2 2009","$ 25.000.000","2009","125.000 Km","Antioquia","http://articulo.tucarro.com.co/MCO-453994630-mazda-mazda-2-2009-_JM","Gris",,"125000","Mazda","Mazda 2",,"CQW951","2009",,,,,,,"Hidráulica",,,"Sí",,,,"Mecánica",
487,"Mazda 2 2012","$ 30.000.000","2012","77.400 Km","Valle Del Cauca","http://articulo.tucarro.com.co/MCO-453764198-mazda-2-2012-_JM","Plateado","Gasolina","77400","Mazda","Mazda 2",,"DLR103","2012",,"Sí","Sí","Sí","Tela",,"Asistida",,"1500","Sí",,,,"Mecánica","Eléctricos"
488,"Mazda 2 2011","$ 30.000.000","2011","65.700 Km","Antioquia","http://articulo.tucarro.com.co/MCO-454123441-mazda-mazda-2-2011-_JM","Plateado",,"65700","Mazda","Mazda 2",,"KHI297","2011",,,,,,,"Hidráulica",,,"Sí",,,,"Mecánica",
489,"Mazda 2 2014","$ 33.000.000","2014","44.000 Km","Bogotá D.c.","http://articulo.tucarro.com.co/MCO-453913556-mazda-mazda-2-2014-_JM","Rojo",,"44000","Mazda","Mazda 2",,"hkt330","2014",,,,,,,"Hidráulica",,,"Sí",,,,"Mecánica",
490,"Mazda 2","$ 26.500.000","2010","117.000 Km","Antioquia","http://articulo.tucarro.com.co/MCO-453864414-mazda-mazda-2-_JM","Gris",,"117000","Mazda","Mazda 2",,"FHM106","2010",,,,,,,"Hidráulica",,,"Sí",,,,"Mecánica",
491,"Mazda 2 2015","$ 35.500.000","2015","39.000 Km","Bogotá D.c.","http://articulo.tucarro.com.co/MCO-454031220-mazda-mazda-2-2015-_JM","Otro",,"39000","Mazda","Mazda 2",,"uck 935","2015",,,,,,,"Asistida",,,"Sí",,,,"Automática",
492,"Mazda 2 2014","$ 26.300.000","2014","55.000 Km","Antioquia","http://articulo.tucarro.com.co/MCO-453809036-mazda-mazda-2-2014-_JM","Rojo",,"55000","Mazda","Mazda 2",,"0000","2014",,,,,,,"Hidráulica",,,"Sí",,,,"Mecánica",
493,"Mazda 2","$ 24.000.000","2008","72.000 Km","Risaralda","http://articulo.tucarro.com.co/MCO-454014548-mazda-mazda-2-_JM","Plateado","Gasolina","72000","Mazda","Mazda 2","Sí","cyx231","2008",,"Sí","Sí","Sí","Tela",,"Hidráulica","No","1500","Sí","No","MP3",,"Mecánica","Eléctricos"
494,"Mazda 2 Sedan","$ 27.500.000","2011","180.000 Km","Bolívar","http://articulo.tucarro.com.co/MCO-453796056-mazda-2-sedan-automatico-gris-2011-180000-km-_JM","Gris","Gasolina","180000","Mazda","Mazda 2","Sí","*4","2011","Sedan","Sí","Sí","Sí","Tela","4","Hidráulica","No","1500","Sí","No","MP3","4x2","Automática","Eléctricos"
495,"Mazda 2 Full Equipo","$ 28.300.000","2012","78.179 Km","Antioquia","http://articulo.tucarro.com.co/MCO-454120521-mazda-mazda-2-full-equipo-_JM","Negro",,"78179","Mazda","Mazda 2",,"DFU016","2012",,,"Sí","Sí","Cuero",,"Hidráulica",,,"Sí",,,,"Automática","Eléctricos"
496,"Mazda 2 2016","$ 46.000.000","2016","25.000 Km","Antioquia","http://articulo.tucarro.com.co/MCO-454079697-mazda-mazda-2-2016-_JM","Gris",,"25000","Mazda","Mazda 2",,"IYO177","2016",,,,,,,"Hidráulica",,,"Sí",,,,"Automática",
497,"Mazda 2 2012","$ 31.900.000","2012","43.000 Km","Caldas","http://articulo.tucarro.com.co/MCO-454059741-mazda-mazda-2-2012-_JM","Plateado",,"43000","Mazda","Mazda 2",,"KIJ953","2012",,,,,,,"Hidráulica",,,"Sí",,,,"Automática",
498,"Mazda 2 2008","$ 24.900.000","2008","89.600 Km","Antioquia","http://articulo.tucarro.com.co/MCO-454051457-mazda-mazda-2-2008-_JM","Blanco",,"89600","Mazda","Mazda 2",,"fgz207","2008",,,,,,,"Hidráulica",,,"Sí",,,,"Automática",
499,"Mazda 2 2015","$ 37.900.000","2015","41.200 Km","Nariño","http://articulo.tucarro.com.co/MCO-453843414-mazda-mazda-2-2015-_JM","Blanco",,"41200","Mazda","Mazda 2",,"AVH XX4","2015",,,,,,,"Hidráulica",,,"Sí",,,,"Mecánica",
500,"Mazda 2 Full","$ 35.500.000","2014","44.000 Km","Antioquia","http://articulo.tucarro.com.co/MCO-454129417-mazda-mazda-2-_JM","Negro","Gasolina","44000","Mazda","Mazda 2",,"hdl871","2014","full","Sí","Sí","Sí","Cuero",,"Hidráulica","Sí",,"Sí","No","MP3","4x2","Automática","Eléctricos"
501,"Mazda 2 2014","$ 26.300.000","2014","55.000 Km","Antioquia","http://articulo.tucarro.com.co/MCO-453808725-mazda-mazda-2-2014-_JM","Rojo",,"55000","Mazda","Mazda 2",,"00000","2014",,,,,,,"Hidráulica",,,"Sí",,,,"Mecánica",
502,"Mazda 2 Grand Touring","$ 43.500.000","2016","30.000 Km","Casanare","http://articulo.tucarro.com.co/MCO-454124541-mazda-2-grand-touring-full-equipo-_JM","Gris","Gasolina","30000","Mazda","Mazda 2","Sí","IOP127","2016","Grand Touring","Sí","Sí","Sí","Cuero",,"Asistida",,,"Sí",,"MP3",,"Mecánica","Eléctricos"
503,"Mazda 2 2011","$ 29.000.000","2011","45.000 Km","Bogotá D.c.","http://articulo.tucarro.com.co/MCO-453813258-mazda-mazda-2-2011-_JM","Plateado",,"45000","Mazda","Mazda 2",,"rkz439","2011",,,,,,,"Asistida",,,"Sí",,,,"Automática",
504,"Mazda 2 2","$ 22.000.000","2008","120.000 Km","Bogotá D.c.","http://articulo.tucarro.com.co/MCO-453821770-mazda-2-_JM","Rojo","Gasolina","120000","Mazda","Mazda 2","No","AUU850","2008","2",,"Sí","Sí","Cuero",,"Hidráulica","No","1500","Sí","No","MP3",,"Automática","Eléctricos"
505,"Mazda 2, Sun Roof - Sillas Cuero","$ 26.900.000","2010","103.000 Km","Bogotá D.c.","http://articulo.tucarro.com.co/MCO-453856718-mazda-2-sun-roof-sillas-cuero-_JM","Negro","Gasolina","103000","Mazda","Mazda 2","No","RZF190","2010",,"Sí","Sí","Sí","Cuero",,"Hidráulica","No","1.500","Sí","No","MP3","4x2","Mecánica","Eléctricos"
506,"Mazda 2","$ 49.000.000","2017","5.800 Km","Córdoba","http://articulo.tucarro.com.co/MCO-454117441-mazda-mazda-2-_JM","Rojo",,"5800","Mazda","Mazda 2",,"IUR710","2017",,,,,,,"Otro",,,"Sí",,,,"Automática",
507,"Mazda 2 2013","$ 33.000.000","2013","68.000 Km","Risaralda","http://articulo.tucarro.com.co/MCO-454121173-mazda-mazda-2-2013-_JM","Blanco",,"68000","Mazda","Mazda 2",,"KDL 738","2013",,,,,,,"Hidráulica",,,"Sí",,,,"Automática",
508,"Mazda 2 2011","$ 29.900.000","2011","75.000 Km","Antioquia","http://articulo.tucarro.com.co/MCO-454119801-mazda-mazda-2-2011-_JM","Plateado",,"75000","Mazda","Mazda 2",,"BXT788","2011",,,,,,,"Hidráulica",,,"Sí",,,,"Automática",
509,"Mazda 2 2014","$ 35.500.000","2014","20.000 Km","Antioquia","http://articulo.tucarro.com.co/MCO-453764695-mazda-mazda-2-2014-_JM","Blanco",,"20000","Mazda","Mazda 2",,"HNV947","2014",,,,,,,"Hidráulica",,,"Sí",,,,"Mecánica",
510,"Mazda 2 2013","U$S 32.000.000","2013","86.000 Km","Risaralda","http://articulo.tucarro.com.co/MCO-453857740-mazda-mazda-2-2013-_JM","Otro",,"86000","Mazda","Mazda 2",,"DKt 165","2013",,,,,,,"Hidráulica",,,"Sí",,,,"Mecánica",
511,"Mazda 2 Hb","$ 25.000.000","2011","78.000 Km","Bolívar","http://articulo.tucarro.com.co/MCO-453988688-mazda-mazda-2-_JM","Negro","Gasolina","78000","Mazda","Mazda 2","No","1","2011","HB","Sí","Sí","Sí","Tela","1.5","Hidráulica","No","1.5","Sí","No","MP3","4x2","Mecánica","Eléctricos"
512,"Mazda 2 Hb 1.5 Sport","$ 26.000.000","2011","85.000 Km","Bogotá D.c.","http://articulo.tucarro.com.co/MCO-454021382-mazda-2-hb-15-sport-_JM","Vinotinto",,"85000","Mazda","Mazda 2",,"R----4","2011",,,,,,,"Asistida",,,"Sí",,,,"Mecánica",
513,"Mazda 2 2015 Perfecto Estado!","$ 36.700.000","2015","28.900 Km","Antioquia","http://articulo.tucarro.com.co/MCO-453863693-mazda-2-2015-perfecto-estado-_JM","Plateado","Gasolina","28900","Mazda","Mazda 2","Sí","IAW289","2015",,,"Sí",,"Cuero",,"Mecánica",,"1500","Sí",,,,"Mecánica","Eléctricos"
514,"Mazda 2 2011","$ 30.500.000","2011","33.000 Km","Antioquia","http://articulo.tucarro.com.co/MCO-454069518-mazda-mazda-2-2011-_JM","Plateado",,"33000","Mazda","Mazda 2",,"bby976","2011",,,,,,,"Hidráulica",,,"Sí",,,,"Automática",
515,"Mazda 2 Full Equipo","$ 24.000.000","2010","110.000 Km","Bogotá D.c.","http://articulo.tucarro.com.co/MCO-453822901-mazda-2-_JM","Plateado","Gasolina","110000","Mazda","Mazda 2","Sí","DDH 680","2010","FULL EQUIPO","Sí","Sí","Sí","Cuero","4","Hidráulica","No","1500","Sí","No",,"4x2","Mecánica","Eléctricos"
516,"Mazda 2","$ 22.000.000","2008","125.000 Km","Cundinamarca","http://articulo.tucarro.com.co/MCO-453808121-mazda-mazda-2-_JM","Verde",,"125000","Mazda","Mazda 2",,"QHY568","2008",,,,,,,"Hidráulica",,,"Sí",,,,"Automática",
517,"Mazda 2 Touring","$ 46.500.000","2016","31.000 Km","Antioquia","http://articulo.tucarro.com.co/MCO-454009793-mazda-mazda-2-_JM","Blanco","Gasolina","31000","Mazda","Mazda 2","Sí","IHR932","2016","TOURING","Sí","Sí","Sí","Cuero",,"Hidráulica","No","1500","Sí","No","MP3","4x2","Automática","Eléctricos"
518,"Mazda 2 2008","$ 24.500.000","2008","106.000 Km","Antioquia","http://articulo.tucarro.com.co/MCO-454061625-mazda-mazda-2-2008-_JM","Negro",,"106000","Mazda","Mazda 2",,"DYR 861","2008",,,,,,,"Hidráulica",,,"Sí",,,,"Automática",
519,"Mazda 2 Touring","$ 44.000.000","2016","29.000 Km","Antioquia","http://articulo.tucarro.com.co/MCO-454031269-mazda-2-touring-_JM","Gris","Gasolina","29000","Mazda","Mazda 2","Sí","IOV073","2016","Touring","Sí","Sí","Sí","Tela","4","Asistida","No","1600","Sí","No","MP3","4x2","Mecánica","Eléctricos"
520,"Mazda 2","$ 27.000.000","2009","97.000 Km","Antioquia","http://articulo.tucarro.com.co/MCO-453963499-mazda-mazda-2-_JM","Gris",,"97000","Mazda","Mazda 2",,"FHE559","2009",,,,,,,"Hidráulica",,,"Sí",,,,"Mecánica",
521,"Mazda 2 2016","$ 49.500.000","2016","24.500 Km","Antioquia","http://articulo.tucarro.com.co/MCO-453713373-mazda-mazda-2-2016-_JM","Blanco",,"24500","Mazda","Mazda 2",,"ifo706","2016",,,,,,,"Hidráulica",,,"Sí",,,,"Automática",
522,"Mazda 2 2010","$ 28.500.000","2010","60.000 Km","Antioquia","http://articulo.tucarro.com.co/MCO-454067743-mazda-mazda-2-2010-_JM","Blanco",,"60000","Mazda","Mazda 2",,"FQA041","2010",,,,,,,"Asistida",,,"Sí",,,,"Automática",
523,"Mazda 2 2015","$ 33.500.000","2015","90.000 Km","Córdoba","http://articulo.tucarro.com.co/MCO-454125916-mazda-mazda-2-2015-_JM","Gris",,"90000","Mazda","Mazda 2",,"M&& 355","2015",,,,,,,"Mecánica",,,"Sí",,,,"Mecánica",
524,"Mazda 2 2014","$ 35.000.000","2014","47.000 Km","Bogotá D.c.","http://articulo.tucarro.com.co/MCO-453979304-mazda-mazda-2-2014-_JM","Gris","Gasolina","47000","Mazda","Mazda 2","No","*****2","2014",,,"Sí","Sí","Tela",,"Asistida","No","1.5","Sí",,"MP3",,"Automática","Eléctricos"
525,"Mazda 2","$ 36.000.000","2014","47 Km","Bogotá D.c.","http://articulo.tucarro.com.co/MCO-453999834-mazda-mazda-2-_JM","Gris","Gasolina","47","Mazda","Mazda 2","No","HKT642","2014",,,"Sí",,"Tela",,"Asistida","No","1.5","Sí","No","MP3",,"Automática","Eléctricos"
526,"Compresor De Aire Acondecionado De Mazda 2,3y6","$ 550.000","2015","45 Km","Antioquia","http://articulo.tucarro.com.co/MCO-453936992-compresor-de-aire-acondecionado-de-mazda-23y6-_JM","Otro",,"45","Mazda","Mazda 2",,"0000","2015",,,,,,,"Hidráulica",,,"Sí",,,,"Automática",
527,"Mazda 2 Automatico","$ 23.800.000","2008","129.000 Km","Quindio","http://articulo.tucarro.com.co/MCO-453800645-mazda-2-automatico-_JM","Gris","Gasolina","129000","Mazda","Mazda 2","No","xxx000","2008",,"No","Sí","Sí","Tela",,"Hidráulica","No","1500","Sí","No","MP3",,"Automática","Eléctricos"
528,"Mazda 2","$ 36.000.000","2015","29.500 Km","Risaralda","http://articulo.tucarro.com.co/MCO-454115839-mazda-mazda-2-_JM","Gris",,"29500","Mazda","Mazda 2",,"HWT126","2015",,,,,,,"Hidráulica",,,"Sí",,,,"Automática",
529,"Mazda 2","$ 36.000.000","2015","29.500 Km","Risaralda","http://articulo.tucarro.com.co/MCO-454115839-mazda-mazda-2-_JM","Gris",,"29500","Mazda","Mazda 2",,"HWT126","2015",,,,,,,"Hidráulica",,,"Sí",,,,"Automática",
530,"Mazda 2 2011","$ 29.900.000","2011","78.000 Km","Antioquia","http://articulo.tucarro.com.co/MCO-454119920-mazda-mazda-2-2011-_JM","Blanco",,"78000","Mazda","Mazda 2",,"KBT750","2011",,,,,,,"Hidráulica",,,"Sí",,,,"Automática",
531,"Mazda 2 Zoom","$ 27.800.000","2012","76.000 Km","Atlántico","http://articulo.tucarro.com.co/MCO-454067315-mazda-mazda-2-_JM","Negro","Gasolina","76000","Mazda","Mazda 2","No","kli214","2012","zoom","No","Sí","Sí","Cuero","4","Mecánica","No","1.5","Sí","No","CD","4x2","Mecánica","Eléctricos"
532,"Mazda 2 2009","$ 25.500.000","2009","80.000 Km","Bogotá D.c.","http://articulo.tucarro.com.co/MCO-454078720-mazda-mazda-2-2009-_JM","Beige",,"80000","Mazda","Mazda 2",,"PFM 066","2009",,,,,,,"Hidráulica",,,"No",,,,"Mecánica",
533,"Mazda 2","$ 44.500.000","2016","14.360 Km","Bogotá D.c.","http://articulo.tucarro.com.co/MCO-454017263-mazda-mazda-2-_JM","Plateado",,"14360","Mazda","Mazda 2",,"Ijt687","2016",,,,,,,"Hidráulica",,,"Sí",,,,"Automática",
534,"Mazda 2 2014","$ 36.000.000","2014","25.858 Km","Antioquia","http://articulo.tucarro.com.co/MCO-453040005-mazda-mazda-2-2014-_JM","Rojo",,"25858","Mazda","Mazda 2",,"HSW189","2014",,,,,,,"Hidráulica",,,"Sí",,,,"Mecánica",
535,"Mazda 2","$ 38.000.000","2015","35.000 Km","Antioquia","http://articulo.tucarro.com.co/MCO-453657548-mazda-mazda-2-_JM","Gris","Gasolina","35000","Mazda","Mazda 2",,"IAT614","2015",,"Sí","Sí","Sí","Cuero",,"Hidráulica","No","1.6","Sí","No","MP3","4x2","Automática","Eléctricos"
536,"Mazda 2 2012","$ 28.500.000","2012","67.500 Km","Bogotá D.c.","http://articulo.tucarro.com.co/MCO-452542883-mazda-mazda-2-2012-_JM","Rojo",,"67500","Mazda","Mazda 2",,"2","2012",,,,,,,"Hidráulica",,,"No",,,,"Automática",
537,"Mazda 2 Skyactiv-mt 6 Vel. Mecánica","$ 47.000.000","2016","17.000 Km","Boyaca","http://articulo.tucarro.com.co/MCO-452496127-mazda-2-grand-touring-skyactiv-mt-6-vel-mecanica-_JM","Gris","Gasolina","17000","Mazda","Mazda 2","No","IWX123","2016","SKYACTIV-MT 6 vel. Mecánica","Sí","Sí","Sí","Cuero","1.500","Asistida","No","SKYACTIV-G 1,5L","Sí","No","MP3","4x2","Mecánica","Eléctricos"
538,"Mazda 2","$ 30.500.000","2012","63.000 Km","Antioquia","http://articulo.tucarro.com.co/MCO-453240572-mazda-mazda-2-_JM","Negro","Gasolina","63000","Mazda","Mazda 2",,"RIX923","2012",,,,"Sí","Cuero",,"Hidráulica","No","2.0","No","No","CD","4x2","Automática","Eléctricos"
539,"Mazda 2 Sport De Lujo","$ 32.300.000","2013","35.000 Km","Antioquia","http://articulo.tucarro.com.co/MCO-453159442-mazda-2-sport-de-lujo-2013-_JM","Blanco","Gasolina","35000","Mazda","Mazda 2",,"MJR709","2013","Sport de Lujo","Sí","Sí","Sí","Cuero",,"Hidráulica",,"1498 turbo","Sí",,"R/Rep.",,"Automática","Eléctricos"
540,"Mazda 2 2008","$ 23.500.000","2008","120.000 Km","Caldas","http://articulo.tucarro.com.co/MCO-452912742-mazda-mazda-2-2008-_JM","Anaranjado",,"120000","Mazda","Mazda 2",,"000000","2008",,,,,,,"Asistida",,,"Sí",,,,"Mecánica",
541,"Mazda 2 2009","$ 24.000.000","2009","107.000 Km","Antioquia","http://articulo.tucarro.com.co/MCO-452939064-mazda-mazda-2-2009-_JM","Gris",,"107000","Mazda","Mazda 2",,"FHB838","2009",,,,,,,"Hidráulica",,,"Sí",,,,"Mecánica",
542,"Mazda 2 2011","$ 28.000.000","2011","108.000 Km","Antioquia","http://articulo.tucarro.com.co/MCO-453285473-mazda-mazda-2-2011-_JM","Blanco",,"108000","Mazda","Mazda 2",,"KHG479","2011",,,,,,,"Hidráulica",,,"Sí",,,,"Automática",
543,"Mazda 2 Hermoso","$ 32.950.000","2014","54.000 Km","Antioquia","http://articulo.tucarro.com.co/MCO-452821991-mazda-mazda-2-hermoso-_JM","Azul",,"54000","Mazda","Mazda 2",,"XXX111","2014",,,,,,,"Hidráulica",,,"Sí",,,,"Automática",
544,"Mazda 2","$ 22.000.000","2008","133.000 Km","Antioquia","http://articulo.tucarro.com.co/MCO-453343320-mazda-mazda-2-_JM","Gris",,"133000","Mazda","Mazda 2",,"Fgz 404","2008",,,,,,,"Asistida",,,"Sí",,,,"Mecánica",
545,"Mazda 2 2013","$ 30.000.000","2013","52.000 Km","Antioquia","http://articulo.tucarro.com.co/MCO-453656387-mazda-mazda-2-2013-_JM","Blanco",,"52000","Mazda","Mazda 2",,"nbs 403","2013",,,,,,,"Asistida",,,"Sí",,,,"Mecánica",
546,"Mazda 2 2011","$ 28.800.000","2011","52.000 Km","Antioquia","http://articulo.tucarro.com.co/MCO-452799337-mazda-mazda-2-2011-_JM","Blanco",,"52000","Mazda","Mazda 2",,"rhy177","2011",,,,,,,"Asistida",,,"Sí",,,,"Mecánica",
